Disease,disease_encoded,symptoms_text,symptoms_clean,symptom_count
Norovirus Infection,8,"low-grade fever, muscle aches, nausea, headache, fatigue, dehydration, rashes, irritability",low-grade fever muscle ache nausea headache fatigue dehydration rash irritability,8
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, nausea, bloody stools, dehydration, loss of appetite, feverish, chills",fever diarrhea nausea bloody stool dehydration loss appetite feverish chill,8
Shigellosis (Bacillary Dysentery),13,"fever, nausea, bloody stools, stomach cramps, fatigue, muscle aches, body aches, feverish, chills",fever nausea bloody stool stomach cramp fatigue muscle ache body ache feverish chill,9
Roseola,10,"high fever, irritability, fatigue, sore throat, headache, cough, red eyes, loss of appetite, abdominal pain, body aches, feverish",high fever irritability fatigue sore throat headache cough red eye loss appetite abdominal pain body ache feverish,11
Norovirus Infection,8,"stomach cramps, low-grade fever, muscle aches, loss of appetite, fever, irritability",stomach cramp low-grade fever muscle ache loss appetite fever irritability,6
Roseola,10,"high fever, rash, swollen lymph nodes, sore throat, headache, red eyes, vomiting, loss of appetite, body aches, chills, feverish",high fever rash swollen lymph node sore throat headache red eye vomiting loss appetite body ache chill feverish,11
Roseola,10,"irritability, sore throat, cough, red eyes, loss of appetite",irritability sore throat cough red eye loss appetite,5
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, vomiting, stomach cramps, headache, fatigue, dehydration, muscle aches, feverish, general discomfort, joint pain",fever diarrhea vomiting stomach cramp headache fatigue dehydration muscle ache feverish general discomfort joint pain,11
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, nausea, vomiting, bloody stools, headache, dehydration, general discomfort, joint pain",fever abdominal pain cramp diarrhea nausea vomiting bloody stool headache dehydration general discomfort joint pain,10
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, vomiting, stomach cramps, loss of appetite, rashes",abdominal pain cramp vomiting stomach cramp loss appetite rash,5
Mumps,7,"headache, swollen painful salivary glands, fever, muscle aches, tiredness, loss of appetite, trouble chewing",headache swollen painful salivary gland fever muscle ache tiredness loss appetite trouble chewing,7
Roseola,10,"high fever, runny nose, irritability, sore throat, headache, diarrhea, vomiting, body aches, rashes, feverish",high fever runny nose irritability sore throat headache diarrhea vomiting body ache rash feverish,10
Roseola,10,"high fever, rash, fatigue, cough, diarrhea, vomiting, rashes",high fever rash fatigue cough diarrhea vomiting rash,7
"Hand, Foot, and Mouth Disease",3,"fever, sores in mouth, rash on hands and feet, red spots",fever sore mouth rash hand foot red spot,4
Scarlet Fever,12,"swollen glands, sore throat, strawberry tongue, fever, difficulty swallowing, tender enlarged neck glands, nausea or vomiting",swollen gland sore throat strawberry tongue fever difficulty swallowing tender enlarged neck gland nausea vomiting,7
Norovirus Infection,8,"stomach cramps, low-grade fever, nausea, headache, chills",stomach cramp low-grade fever nausea headache chill,5
"Hand, Foot, and Mouth Disease",3,"fever, blisters, cough, sore muscles",fever blister cough sore muscle,4
Norovirus Infection,8,"diarrhea, low-grade fever, nausea, headache, fatigue, dehydration, chills, rashes, general discomfort",diarrhea low-grade fever nausea headache fatigue dehydration chill rash general discomfort,9
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, nausea, stomach cramps, headache, fatigue, loss of appetite, muscle aches, body aches, chills",fever abdominal pain cramp nausea stomach cramp headache fatigue loss appetite muscle ache body ache chill,10
Norovirus Infection,8,"diarrhea, low-grade fever, headache, abdominal pain, loss of appetite, chills, sweating, rashes, general discomfort, irritability",diarrhea low-grade fever headache abdominal pain loss appetite chill sweating rash general discomfort irritability,10
Norovirus Infection,8,"diarrhea, nausea, abdominal pain, loss of appetite, dehydration, chills, sweating, body aches, rashes, fever",diarrhea nausea abdominal pain loss appetite dehydration chill sweating body ache rash fever,10
Roseola,10,"high fever, runny nose, irritability, sore throat, cough, red eyes, vomiting, body aches, rashes, chills",high fever runny nose irritability sore throat cough red eye vomiting body ache rash chill,10
Shigellosis (Bacillary Dysentery),13,"fever, vomiting, bloody stools, stomach cramps, dehydration, muscle aches, feverish",fever vomiting bloody stool stomach cramp dehydration muscle ache feverish,7
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, bloody stools, headache, fatigue, loss of appetite, body aches, feverish, rashes, joint pain",fever diarrhea bloody stool headache fatigue loss appetite body ache feverish rash joint pain,10
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, vomiting, bloody stools, stomach cramps, body aches, chills, joint pain",fever diarrhea vomiting bloody stool stomach cramp body ache chill joint pain,8
Norovirus Infection,8,"muscle aches, headache, abdominal pain, chills, rashes, general discomfort, fever",muscle ache headache abdominal pain chill rash general discomfort fever,7
Roseola,10,"high fever, irritability, swollen lymph nodes, sore throat, feverish",high fever irritability swollen lymph node sore throat feverish,5
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, vomiting, headache, dehydration, loss of appetite, muscle aches, body aches, feverish, rashes, chills",fever abdominal pain cramp vomiting headache dehydration loss appetite muscle ache body ache feverish rash chill,11
Scarlet Fever,12,"fever, red lines in body folds, red rash on the body, strawberry tongue, nausea or vomiting, abdominal pain",fever red line body fold red rash body strawberry tongue nausea vomiting abdominal pain,6
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, bloody stools, headache, fatigue, dehydration, loss of appetite, muscle aches, body aches, feverish, joint pain",fever abdominal pain cramp bloody stool headache fatigue dehydration loss appetite muscle ache body ache feverish joint pain,11
"Hand, Foot, and Mouth Disease",3,"sores in mouth, rash on hands and feet, irritability, mouth sores, red spots, fatigue, mild fever",sore mouth rash hand foot irritability mouth sore red spot fatigue mild fever,7
Norovirus Infection,8,"vomiting, stomach cramps, low-grade fever, headache, fatigue, abdominal pain, loss of appetite, general discomfort",vomiting stomach cramp low-grade fever headache fatigue abdominal pain loss appetite general discomfort,8
Roseola,10,"high fever, fatigue, swollen lymph nodes, sore throat, cough, red eyes, diarrhea, loss of appetite, abdominal pain, body aches, rashes, chills, feverish",high fever fatigue swollen lymph node sore throat cough red eye diarrhea loss appetite abdominal pain body ache rash chill feverish,13
Roseola,10,"rash, irritability, fatigue, swollen lymph nodes, cough, red eyes, chills, feverish",rash irritability fatigue swollen lymph node cough red eye chill feverish,8
Norovirus Infection,8,"diarrhea, vomiting, muscle aches, nausea, fatigue, abdominal pain, dehydration, rashes, fever",diarrhea vomiting muscle ache nausea fatigue abdominal pain dehydration rash fever,9
Norovirus Infection,8,"low-grade fever, muscle aches, nausea, dehydration, chills, sweating, body aches, rashes, fever, irritability",low-grade fever muscle ache nausea dehydration chill sweating body ache rash fever irritability,10
Shigellosis (Bacillary Dysentery),13,"fever, nausea, vomiting, bloody stools, stomach cramps, headache, dehydration, loss of appetite, feverish, rashes, general discomfort, joint pain",fever nausea vomiting bloody stool stomach cramp headache dehydration loss appetite feverish rash general discomfort joint pain,12
"Hand, Foot, and Mouth Disease",3,"sores in mouth, rash on hands and feet, irritability, sore throat, mouth sores, red spots, fatigue, sore muscles, general discomfort, mild fever, difficulty swallowing",sore mouth rash hand foot irritability sore throat mouth sore red spot fatigue sore muscle general discomfort mild fever difficulty swallowing,11
Norovirus Infection,8,"vomiting, nausea, abdominal pain, dehydration",vomiting nausea abdominal pain dehydration,4
Shigellosis (Bacillary Dysentery),13,"vomiting, bloody stools, stomach cramps, dehydration, feverish, chills",vomiting bloody stool stomach cramp dehydration feverish chill,6
Norovirus Infection,8,"diarrhea, low-grade fever, muscle aches, nausea, headache, fatigue, abdominal pain, loss of appetite, dehydration, sweating, rashes",diarrhea low-grade fever muscle ache nausea headache fatigue abdominal pain loss appetite dehydration sweating rash,11
Roseola,10,"high fever, rash, swollen lymph nodes, sore throat, loss of appetite",high fever rash swollen lymph node sore throat loss appetite,5
Shigellosis (Bacillary Dysentery),13,"diarrhea, nausea, vomiting, bloody stools, fatigue, muscle aches, rashes, general discomfort, chills, joint pain",diarrhea nausea vomiting bloody stool fatigue muscle ache rash general discomfort chill joint pain,10
"Hand, Foot, and Mouth Disease",3,"sores in mouth, loss of appetite, irritability, blisters, fatigue, cough, headache, difficulty swallowing",sore mouth loss appetite irritability blister fatigue cough headache difficulty swallowing,8
Norovirus Infection,8,"diarrhea, stomach cramps, low-grade fever, loss of appetite, sweating, body aches, general discomfort",diarrhea stomach cramp low-grade fever loss appetite sweating body ache general discomfort,7
Norovirus Infection,8,"vomiting, stomach cramps, low-grade fever, nausea, fatigue, loss of appetite, irritability",vomiting stomach cramp low-grade fever nausea fatigue loss appetite irritability,7
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, vomiting, bloody stools, stomach cramps, headache, dehydration, joint pain",abdominal pain cramp vomiting bloody stool stomach cramp headache dehydration joint pain,7
Shigellosis (Bacillary Dysentery),13,"bloody stools, stomach cramps, headache, loss of appetite, feverish, chills",bloody stool stomach cramp headache loss appetite feverish chill,6
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, nausea, vomiting, bloody stools, headache, body aches, feverish, rashes, general discomfort",abdominal pain cramp nausea vomiting bloody stool headache body ache feverish rash general discomfort,9
Norovirus Infection,8,"muscle aches, nausea, headache, fatigue, loss of appetite, dehydration, chills, general discomfort, irritability",muscle ache nausea headache fatigue loss appetite dehydration chill general discomfort irritability,9
Roseola,10,"runny nose, fatigue, swollen lymph nodes, sore throat, cough, loss of appetite, feverish",runny nose fatigue swollen lymph node sore throat cough loss appetite feverish,7
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, bloody stools, stomach cramps, headache, fatigue, dehydration, loss of appetite, feverish, chills, joint pain",fever abdominal pain cramp diarrhea bloody stool stomach cramp headache fatigue dehydration loss appetite feverish chill joint pain,12
"Hand, Foot, and Mouth Disease",3,"sores in mouth, irritability, sore throat, mouth sores, blisters, fatigue, cough, sore muscles, difficulty swallowing",sore mouth irritability sore throat mouth sore blister fatigue cough sore muscle difficulty swallowing,9
